Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Xu, S; Wang, YF; Jia, XJ; Bian, CY; Tighe, S; Zhang, CL; Ma, HY; Zhang, C",,,,"Xu, Song; Wang, Yefei; Jia, Xiaojuan; Bian, Chongyu; Tighe, Susan; Zhang, Canlin; Ma, Hongyan; Zhang, Chao",,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zhang, L; Hoff, I; Zhang, XM; Yang, C",,,,"Zhang, Lei; Hoff, Inge; Zhang, Xuemei; Yang, Chao",,,,,,,,,,,,,,,,,,,,,"Yang, Chao/AAC-9825-2019","Yang, Chao/0000-0001-6270-9398",,,,,51,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Ju, ZH; Ge, DD; Wu, ZD; Xue, YH; Lv, ST; Li, YB; Fan, XY",,,,"Ju, Zihao; Ge, Dongdong; Wu, Zhengda; Xue, Yanhua; Lv, Songtao; Li, Yuanbo; Fan, Xiyan",,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Noroozi, AG; Ajalloeian, R; Bayat, M",,,,"Noroozi, Ashkan Gholipoor; Ajalloeian, Rassoul; Bayat, Meysam",,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zeng, SH; Gong, XY; Han, XB; Xu, S; Xu, JH; Li, X; Yu, JY",,,,"Zeng, Shangheng; Gong, Xingyu; Han, Xiaobin; Xu, Shi; Xu, Jinghui; Li, Xiong; Yu, Jianying",,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zhao, X; Niu, DY; Zhang, P; Niu, YH; Xia, HY; Liu, PF",,,,"Zhao, Xu; Niu, Dongyu; Zhang, Peng; Niu, Yanhui; Xia, Huiyun; Liu, Pengfei",,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zhao, ZG; Liang, S; Liu, JC; Sun, JF; Yu, TJ",,,,"Zhao, Zhenguo; Liang, Shuang; Liu, Jincao; Sun, Junfeng; Yu, Tengjiang",,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zheng, XG; Wang, J; Wu, LB; Sun, GQ; Jiang, XL",,,,"Zheng, Xiaoguang; Wang, Jin; Wu, Libao; Sun, Guoqiang; Jiang, Xulai",,,,,,,,,,,,,,,,,,,,,,"Sun, Guoqiang/0000-0002-4072-9395",,,,,36,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Carpani, C; Bocci, E; Prosperi, E; Bocci, M",,,,"Carpani, Carlo; Bocci, Edoardo; Prosperi, Emiliano; Bocci, Maurizio",,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liu, SF; Tian, Y; Yang, G; Ling, JM; Li, PL",,,,"Liu, Shifu; Tian, Yu; Yang, Ge; Ling, Jianming; Li, Peilin",,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xu, W; Shah, YI; Cheng, Z; Li, YC; Zhang, K; Yu, XQ",,,,"Xu, Wen; Shah, Yasir Ibrahim; Cheng, Zhu; Li, Yanchang; Zhang, Kai; Yu, Xiaoqing",,,,,,,,,,,,,,,,,,,,,,"Shah, Dr Yasir Ibrahim/0000-0003-1386-3457",,,,,21,,,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Bieliatynskyi, A; Yang, S; Pershakov, V; Akmaldinova, O; Krayushkina, K",,,,"Bieliatynskyi, Andrii; Yang, Shilin; Pershakov, Valerii; Akmaldinova, Oleksandra; Krayushkina, Kateryna",,,,,,,,,,,,,,,,,,,,,"Bieliatynskyi, Andrii/D-9469-2019; Yang, Shilin/AAJ-2491-2021","Bieliatynskyi, Andrii/0000-0002-2158-512X; Yang, Shilin/0000-0001-9599-6960",,,,,21,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Fahad, M; Nagy, R; Gosztola, D",,,,"Fahad, Mohammad; Nagy, Richard; Gosztola, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Fani, A; Golroo, A; Naseri, H; Mirhassani, SA; Gandomi, AH",,,,"Fani, Amirhossein; Golroo, Amir; Naseri, Hamed; Mirhassani, S. Ali; Gandomi, Amir H.",,,,,,,,,,,,,,,,,,,,,"Gandomi, Amir H/J-7595-2013","Gandomi, Amir H/0000-0002-2798-0104",,,,,70,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Gong, FY; Cheng, XJ; Chen, Y; Liu, Y; You, ZP",,,,"Gong, Fangyuan; Cheng, Xuejiao; Chen, Yi; Liu, Yu; You, Zhanping",,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Kong, LY; Zhu, SX; Quan, XJ; Peng, Y",,,,"Kong, Lingyun; Zhu, Songxiang; Quan, Xiujie; Peng, Yi",,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Lamichhane, R; Zhang, SW; Zheng, PF; Timilsena, SB",,,,"Lamichhane, Rhitika; Zhang Shuwen; Zheng Pengfei; Timilsena, Suraj Bahadur",,,,,,,,,,,,,,,,,,,,,,"zheng, pengfei/0000-0002-6819-9189",,,,,23,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Li, F; Zhang, X; Wang, LB; Zhai, RX",,,,"Li, Fan; Zhang, Xiao; Wang, Linbing; Zhai, Ruixin",,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liao, MJ; Gao, YL; Xie, YT; Zhu, JC; Li, ZK; Tian, WW; Zhu, ZH",,,,"Liao, Meijie; Gao, Yingli; Xie, Yutong; Zhu, Juncai; Li, Zhengkang; Tian, Weiwei; Zhu, Zhanghuang",,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liu, B; Xia, CD; Liu, YH; Lv, ST; Yao, H; Zhang, NT; Zhao, SE; Liu, TJ",,,,"Liu, Biao; Xia, Chengdong; Liu, Yunhua; Lv, Songtao; Yao, Hui; Zhang, Naitian; Zhao, Shungen; Liu, TieJun",,,,,,,,,,,,,,,,,,,,,"Yao, Hui/X-3312-2018","Yao, Hui/0000-0001-8735-5207",,,,,26,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liu, J; Liu, FY; Gong, HR; Fanijo, EO; Wang, LB",,,,"Liu, Jian; Liu, Fangyu; Gong, Hongren; Fanijo, Ebenezer O.; Wang, Linbing",,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Tamiru, A; Geremew, A; Jemal, A",,,,"Tamiru, Amanuel; Geremew, Anteneh; Jemal, Abubekir",,,,,,,,,,,,,,,,,,,,,,"Geremew, Anteneh/0000-0001-6151-6463",,,,,33,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Wang, YJ; Zhao, YQ",,,,"Wang, Yujing; Zhao, Yanqing",,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xi, L; Luo, R; Ma, Q; Tu, CZ; Shah, YI",,,,"Xi, Lei; Luo, Rong; Ma, Qiang; Tu, Chongzhi; Shah, Yasir Ibrahim",,,,,,,,,,,,,,,,,,,,,"ma, qiang/HCI-1013-2022","Shah, Dr Yasir Ibrahim/0000-0003-1386-3457",,,,,37,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zalnezhad, A; Hosseini, SA; Shirinabadi, R; Korandeh, ME",,,,"Zalnezhad, Ali; Hosseini, Seyed Azim; Shirinabadi, Reza; Korandeh, Mohammad Emami",,,,,,,,,,,,,,,,,,,,,,"Hosseini, Seyed Azim/0000-0002-3691-0204",,,,,40,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Ziari, H; Zalnezhad, M; Ziari, MA; Amiri, EN",,,,"Ziari, Hassan; Zalnezhad, Mahdi; Ziari, Mohammad Ali; Amiri, Elaheh Nasiri",,,,,,,,,,,,,,,,,,,,,"Zalnezhad, Mahdi/HNC-4861-2023","Zalnezhad, Mahdi/0000-0002-8270-4233",,,,,62,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zhong, YH; Gao, YL; Zhang, B; Chang, SZ; Zhong, YM; Li, ST; Wang, YL",,,,"Zhong, Yanhui; Gao, Yanlong; Zhang, Bei; Chang, Shouzhi; Zhong, Yanmei; Li, Songtao; Wang, Yilong",,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Choudhary, J; Sukhija, M; Gupta, A",,,,"Choudhary, Jayvant; Sukhija, Mayank; Gupta, Ankit",,,,,,,,,,,,,,,,,,,,,"Department, IIT (BHU) Varanasi / Civil Engineering/M-4592-2019","Department, IIT (BHU) Varanasi / Civil Engineering/0000-0003-1789-9502; Sukhija, Mayank/0000-0002-7062-1406",,,,,59,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liu, J; Liu, FY; Zheng, CF; Fanijo, EO; Wang, LB",,,,"Liu, Jian; Liu, Fangyu; Zheng, Chuanfeng; Fanijo, Ebenezer O.; Wang, Linbing",,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xu, X; Chen, GF; Wu, QY; Leng, Z; Chen, XY; Zhai, YF; Tu, YP; Peng, C",,,,"Xu, Xiong; Chen, Guofu; Wu, Qiaoyun; Leng, Zhen; Chen, Xuyong; Zhai, Yanfa; Tu, Yanping; Peng, Chao",,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Yu, S; Shen, SH; Steger, R; Wang, X",,,,"Yu, Shuai; Shen, Shihui; Steger, Richard; Wang, Xue",,,,,,,,,,,,,,,,,,,,,,"Shen, Shihui/0000-0002-5718-722X",,,,,28,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Fu, CL; Liu, K; Liu, PF; Oeser, M",,,,"Fu, Chaoliang; Liu, Kai; Liu, Pengfei; Oeser, Markus",,,,,,,,,,,,,,,,,,,,,,"Oeser, Markus/0000-0002-0380-398X",,,,,29,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Geckil, T; Issi, S; Ince, CB",,,,"Geckil, Tacettin; Issi, Semih; Ince, Ceren Beyza",,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Manoj, KG",,,,"Manoj, K. G.",,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Hoang, HGT; Nguyen, TA; Nguyen, HL; Ly, HB",,,,"Hoang, Huong-Giang Thi; Nguyen, Thuy-Anh; Nguyen, Hoang-Long; Ly, Hai-Bang",,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Noorvand, H; Mobasher, B; Underwood, S; Kaloush, K",,,,"Noorvand, Hossein; Mobasher, Barzin; Underwood, Shane; Kaloush, Kamil",,,,,,,,,,,,,,,,,,,,,"Mobasher, Barzin/HJI-9717-2023",,,,,,45,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Wei, QH; Al Ashaibi, A; Wang, Y; Albayati, A; Haynes, J",,,,"Wei, Qinghua; Al Ashaibi, Azedin; Wang, Yu; Albayati, Amjad; Haynes, Jonathan",,,,,,,,,,,,,,,,,,,,,"Albayati., Amjad/I-5473-2019","Albayati., Amjad/0000-0003-0497-9060; Wang, Yu/0000-0003-4375-303X",,,,,34,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Bezerra, FSC; Oliveira, FHL",,,,"Bezerra, F. S. C.; Oliveira, F. H. L.",,,,,,,,,,,,,,,,,,,,,"de Oliveira, Francisco Heber Lacerda/U-8676-2019","de Oliveira, Francisco Heber Lacerda/0000-0002-4638-7621",,,,,26,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Castillo, D; Falchetto, AC; Korkiala-Tanttu, L",,,,"Castillo, Daniel; Falchetto, Augusto Cannone; Korkiala-Tanttu, Leena",,,,,,,,,,,,,,,,,,,,,"Korkiala-Tanttu, Leena K./D-4203-2012; Castillo, Daniel/F-6655-2018","Korkiala-Tanttu, Leena K./0000-0003-0894-7218; Castillo, Daniel/0000-0003-4777-4233",,,,,24,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Lantieri, C; Ghasemi, N; Cotignoli, L; Vignali, V; Simone, A",,,,"Lantieri, Claudio; Ghasemi, Navid; Cotignoli, Luca; Vignali, Valeria; Simone, Andrea",,,,,,,,,,,,,,,,,,,,,,"Cotignoli, Luca/0000-0002-9224-3215",,,,,29,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Shi, JC; Jia, SL; Du, JR; Li, ZY; Han, HX; Wang, L; He, W",,,,"Shi, Jicun; Jia, Shili; Du, Jirui; Li, Zhongyu; Han, Hongxing; Wang, Lan; He, Wei",,,,,,,,,,,,,,,,,,,,,"li, zy/HZM-1892-2023","Shi, Jicun/0000-0002-4316-6997",,,,,33,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Ye, WL; Xiao, SQ; Jiang, W; Li, JL; Lv, HJ; Tan, YQ",,,,"Ye, Wanli; Xiao, Shenqing; Jiang, Wei; Li, Jilu; Lv, Huijie; Tan, Yiqiu",,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Al-Mosawe, H; Albayati, A; Wang, Y; Mashaan, NS",,,,"Al-Mosawe, Hasan; Albayati, Amjad; Wang, Yu; Mashaan, Nuha S.",,,,,,,,,,,,,,,,,,,,,"Albayati., Amjad/I-5473-2019; MASHAAN, Nuha/H-5516-2016","Albayati., Amjad/0000-0003-0497-9060; MASHAAN, Nuha/0000-0002-0331-4254; Wang, Yu/0000-0003-4375-303X; Al-Mosawe, Hasan/0000-0002-7521-0809",,,,,30,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Alzioud, M; Abbas, A; Huang, QD",,,,"Alzioud, Mahmoud; Abbas, Ala; Huang, Qindan",,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Chan, CM; Tan, PC; Rosman, MZ",,,,"Chan, Chee-Ming; Tan, Poi-Cheong; Rosman, Mohammad Zawawi",,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Chen, XQ; Dong, Q; Dong, S",,,,"Chen, Xueqin; Dong, Qiao; Dong, Shi",,,,,,,,,,,,,,,,,,,,,"Dong, Qiao/G-5087-2012","Dong, Qiao/0000-0001-7461-9226; Dong, Shi/0000-0002-3147-7341",,,,,38,,,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Gan, YW; Li, CM; Chen, AQ; Li, YY; Wu, SP",,,,"Gan, Youwei; Li, Chuangmin; Chen, Anqi; Li, Yuanyuan; Wu, Shaopeng",,,,,,,,,,,,,,,,,,,,,"Anqi, Chen/HJP-3469-2023; li, yuanyuan/GZA-4435-2022",,,,,,70,,,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Gouveia, BCS; Preti, F; Cattani, L; Bozzoli, F; Roberto, A; Romeo, E; Tebaldi, G",,,,"Gouveia, Beatriz Chagas Silva; Preti, Francesco; Cattani, Luca; Bozzoli, Fabio; Roberto, Antonio; Romeo, Elena; Tebaldi, Gabriele",,,,,,,,,,,,,,,,,,,,,,"Preti, Francesco/0000-0002-0343-9049; Roberto, Antonio/0000-0002-1312-9503; Romeo, Elena/0000-0001-5387-1246",,,,,20,,,36,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Hanandeh, S; Ardah, H; Ardah, A; Abu-Farsakh, M",,,,"Hanandeh, Shadi; Ardah, Husam; Ardah, Allam; Abu-Farsakh, Murad",,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Inozemtcev, S; Jelagin, D; Korolev, E; Fadil, H; Partl, MN; Trong, TD",,,,"Inozemtcev, Sergey; Jelagin, Denis; Korolev, Evgeniy; Fadil, Hassan; Partl, Manfred N.; Toan Do Trong",,,,,,,,,,,,,,,,,,,,,,"Jelagin, Denis/0000-0002-0596-228X",,,,,40,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Joohari, IB; Maniam, S; Giustozzi, F",,,,"Joohari, Ilya Binti; Maniam, Subashani; Giustozzi, Filippo",,,,,,,,,,,,,,,,,,,,,,"Joohari, Ilya/0000-0002-4988-931X",,,,,55,,,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Li, Q; Song, SJ; Wang, JQ; Xu, A; Li, XL; Li, B",,,,"Li, Qiang; Song, Shijie; Wang, Jiaqing; Xu, Ao; Li, Xuelian; Li, Bin",,,,,,,,,,,,,,,,,,,,,"Wang, Jiaqing/AAW-2541-2020; Li, Qiang/HNS-6705-2023","Wang, Jiaqing/0000-0002-0477-3516; ",,,,,27,,,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Li, XR; Xu, L; Zong, QD; Jiang, F; Yu, XY; Wang, J; Xiao, FP",,,,"Li, Xianrui; Xu, Ling; Zong, Qidi; Jiang, Fu; Yu, Xinyao; Wang, Jun; Xiao, Feipeng",,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Moradi, M; Assaf, GJ",,,,"Moradi, Maryam; Assaf, Gabriel J.",,,,,,,,,,,,,,,,,,,,,,"Moradi, Maryam/0000-0003-2189-1597; Assaf, Gabriel/0000-0002-1175-2422",,,,,73,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Rema, A; Swamy, AK",,,,"Rema, Aswathy; Swamy, Aravind Krishna",,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Tu, CZ; Xi, L; Luo, R; Huang, TT; Luo, J",,,,"Tu, Chongzhi; Xi, Lei; Luo, Rong; Huang, Tingting; Luo, Jing",,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xiao, R; Guo, JP; Ding, YJ; Polaczyk, P; Ma, YT; Jiang, X; Huang, BS",,,,"Xiao, Rui; Guo, Junpeng; Ding, Yongjie; Polaczyk, Pawel; Ma, Yuetan; Jiang, Xi; Huang, Baoshan",,,,,,,,,,,,,,,,,,,,,"Ma, Yuetan/R-6961-2018; JIANG, XI/ABD-9633-2021","JIANG, XI/0000-0002-0403-8618; Ma, Yuetan/0000-0001-8756-9096",,,,,22,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xu, Y; Wu, L; Lv, XP; Chou, ZJ; Li, WJ; Ji, J; Xu, SF",,,,"Xu, Ying; Wu, Liang; Lv, Xinpeng; Chou, Zhijing; Li, Wenjie; Ji, Jie; Xu, Shifa",,,,,,,,,,,,,,,,,,,,,,"Xu, Ying/0000-0001-8635-4931",,,,,49,,,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zhang, ZM; Cheng, PF; Li, YM; Yang, ZH; Chen, JL",,,,"Zhang, Zhanming; Cheng, Peifeng; Li, Yiming; Yang, Zonghao; Chen, Junli",,,,,,,,,,,,,,,,,,,,,,"Li, Yiming/0000-0001-7262-8356",,,,,37,,,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liu, WH; Jiang, YW; Zhao, ZZ; Du, RH; Li, H",,,,"Liu, Wenhuan; Jiang, Yiwen; Zhao, Zhongzhong; Du, Renhao; Li, Hui",,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Wan, P; Liu, QT; Wu, SP; Zou, YX; Zhao, FY; Wang, H; Niu, YY; Ye, QS",,,,"Wan, Pei; Liu, Quantao; Wu, Shaopeng; Zou, Yingxue; Zhao, Feiyang; Wang, Huan; Niu, Yunya; Ye, Qunshan",,,,,,,,,,,,,,,,,,,,,,"Wan, Pei/0009-0002-3740-0959",,,,,54,,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Meng, YJ; Wang, Z; Lei, JC; Liao, YJ; Zhao, XY; Qin, Y; Fang, GP; Zhang, CY",,,,"Meng, Yongjun; Wang, Zheng; Lei, Jiechao; Liao, Yongjie; Zhao, Xiangyun; Qin, Yue; Fang, Guipeng; Zhang, Chunyu",,,,,,,,,,,,,,,,,,,,,"Qin, Yue/HFG-5768-2022; Meng, yongjun/HTS-7243-2023",,,,,,43,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Ashani, SS; Varamini, S; Elwardany, MD; Tighe, S",,,,"Ashani, Saeid Salehi; Varamini, Sina; Elwardany, Michael D.; Tighe, Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Bayraktarova, K; Eberhardsteiner, L; Aichinger, C; Spielhofer, R; Blab, R",,,,"Bayraktarova, Kristina; Eberhardsteiner, Lukas; Aichinger, Claus; Spielhofer, Roland; Blab, Ronald",,,,,,,,,,,,,,,,,,,,,,"Spielhofer, Roland/0000-0002-3890-2371",,,,,57,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Castillo, D; Falchetto, AC; Korkiala-Tanttu, L",,,,"Castillo, Daniel; Falchetto, Augusto Cannone; Korkiala-Tanttu, Leena",,,,,,,,,,,,,,,,,,,,,"Korkiala-Tanttu, Leena K./D-4203-2012; Castillo, Daniel/F-6655-2018","Korkiala-Tanttu, Leena K./0000-0003-0894-7218; Castillo, Daniel/0000-0003-4777-4233",,,,,30,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Han, DD; Liu, GQ; Xi, YF; Zhao, YL",,,,"Han, Dongdong; Liu, Guoqiang; Xi, Yinfei; Zhao, Yongli",,,,,,,,,,,,,,,,,,,,,,"Han, Dongdong/0000-0002-9167-4291",,,,,29,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Shamsaei, M; Carter, A; Vaillancourt, M",,,,"Shamsaei, Mohsen; Carter, Alan; Vaillancourt, Michel",,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Sheng, YP; Ahmed, AT; Jia, HC; Wu, YC; Guo, P; Li, Y; Qiao, YY",,,,"Sheng, Yanping; Ahmed, Abdulakeem Temitope; Jia, Haichuan; Wu, Yongchang; Guo, Ping; Li, Yan; Qiao, Yunyan",,,,,,,,,,,,,,,,,,,,,"Wu, Yongchang/HOA-8075-2023",,,,,,46,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Wagh, VP; Saboo, N; Gupta, A",,,,"Wagh, Vivek Pratap; Saboo, Nikhil; Gupta, Ankit",,,,,,,,,,,,,,,,,,,,,"Department, IIT (BHU) Varanasi / Civil Engineering/M-4592-2019","Department, IIT (BHU) Varanasi / Civil Engineering/0000-0003-1789-9502",,,,,104,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Cai, J; Ma, W; Yuan, HW; Yu, HA; Zhang, JP; Chen, ZW",,,,"Cai, Jun; Ma, Wei; Yuan, Hongwei; Yu, Huanan; Zhang, Jiupeng; Chen, Zongwu",,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
