Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Jin, JH; Zhang, WM; Li, FX; Li, MZ; Shi, YL; Guo, ZY; Huang, Q",,,,"Jin, Jiahao; Zhang, Weimin; Li, Fangxing; Li, Mingzhu; Shi, Yongliang; Guo, Ziyuan; Huang, Qiang",,,,,,,,,,,,,,,,,,,,,,"Guo, Ziyuan/0000-0002-1189-9440; Jin, Jiahao/0000-0003-4569-7238",,,,,37,,,19,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"He, ZY; Chen, CJ; Wang, DW; Hu, J; Yang, L",,,,"He, Zhiying; Chen, Chunjun; Wang, Dongwei; Hu, Jia; Yang, Lu",,,,,,,,,,,,,,,,,,,,,"Hu, Jia/HDN-1844-2022; Chen, Chunjun/HDN-3770-2022","HE, Zhi-ying/0000-0001-9837-1018; Wang, Dongwei/0000-0003-2671-9438; Yang, Lu/0000-0001-7878-7980",,,,,30,,,8,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Tian, Z; Yu, LL; Ouyang, HM; Zhang, GM",,,,"Tian, Zheng; Yu, Lili; Ouyang, Huimin; Zhang, Guangming",,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"He, SM; Xu, ZS; Li, YJ; Xiang, J",,,,"He, Shiming; Xu, Zishi; Li, Yanjun; Xiang, Ji",,,,,,,,,,,,,,,,,,,,,"He, Shiming/HKV-5291-2023; Xiang, Ji/AAC-9232-2019","He, Shiming/0000-0003-4461-4795; Xiang, Ji/0000-0002-7234-6460; Xu, Zishi/0000-0001-8408-179X",,,,,36,,,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhu, C; Huang, B; Su, YM; Zhou, B; Zhang, EH",,,,"Zhu, Cheng; Huang, Bing; Su, Yumin; Zhou, Bin; Zhang, Enhua",,,,,,,,,,,,,,,,,,,,,,"Zhou, Bin/0000-0003-3155-1529; Zhang, Enhua/0000-0003-1033-0241; Zhu, Cheng/0000-0001-7660-9697",,,,,43,,,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Fu, MY; Wang, LL",,,,"Fu, Mingyu; Wang, Lulu",,,,,,,,,,,,,,,,,,,,,"Fu, Ming/HMD-6061-2023; FU, MINGYU/GRS-3707-2022","Fu, Ming/0000-0003-2734-6725; ",,,,,32,,,10,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhang, CL; Zhang, GQ; Zhang, XK",,,,"Zhang, Chenliang; Zhang, Guoqing; Zhang, Xianku",,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Li, B; Acarman, T; Zhang, YM; Ouyang, YK; Yaman, C; Kong, Q; Zhong, X; Peng, XY",,,,"Li, Bai; Acarman, Tankut; Zhang, Youmin; Ouyang, Yakun; Yaman, Cagdas; Kong, Qi; Zhong, Xiang; Peng, Xiaoyan",,,,,,,,,,,,,,,,,,,,,"Acarman, Tankut/AAB-4894-2020; Li, Bai/P-1446-2014; Zhang, Youmin/AAT-7095-2020","Acarman, Tankut/0000-0003-4169-1189; Li, Bai/0000-0002-8966-8992; Zhang, Youmin/0000-0002-9731-5943; Ouyang, Yakun/0000-0002-2581-0451; Zhong, Xiang/0000-0002-6170-5202",,,,,42,,,13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Lopes, R; Farahani, BV; de Melo, FQ; Ramos, NV; Moreira, PMGP",,,,"Lopes, Rogerio; Farahani, Behzad, V; de Melo, Francisco Q.; Ramos, Nuno, V; Moreira, Pedro M. G. P.",,,,,,,,,,,,,,,,,,,,,"Farahani, Behzad Vasheghani/L-1190-2016; Lopes, Rogério/AGC-6808-2022; Moreira, Pedro/G-6855-2013","Farahani, Behzad Vasheghani/0000-0001-8901-9493; Lopes, Rogério/0000-0002-8620-9141; Moreira, Pedro/0000-0002-1127-2525",,,,,29,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Little, DN",,,,"Little, Dallas N.",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Han, S; Wang, L; Wang, YT; He, HC",,,,"Han, Sen; Wang, Lei; Wang, Yiting; He, Huacheng",,,,,,,,,,,,,,,,,,,,,,"Han, Sen/0000-0001-6105-1133; He, Huacheng/0000-0003-3647-0998",,,,,51,,,17,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Yao, YM; Zhou, N; Mei, GM; Zhang, WH",,,,"Yao, Yongming; Zhou, Ning; Mei, Guiming; Zhang, Weihua",,,,,,,,,,,,,,,,,,,,,"Mei, Guiming/AEA-9713-2022; zhang, weihua/GXV-1334-2022; zheng, wei/IQT-9639-2023; Zheng, Wei/O-3351-2013","Mei, Guiming/0000-0001-7665-8077; Zheng, Wei/0000-0003-1226-070X; Yao, Yongming/0000-0003-0323-9132",,,,,31,,,10,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Nguyen, AT; Rath, J; Guerra, TM; Palhares, R; Zhang, H",,,,"Anh-Tu Nguyen; Rath, Jagat; Guerra, Thierry-Marie; Palhares, Reinaldo; Zhang, Hui",,,,,,,,,,,,,,,,,,,,,"Palhares, Reinaldo Martínez/A-5100-2008; Rath, Jagat Jyoti/AAF-6698-2019; Nguyen, Anh-Tu/J-9193-2017","Palhares, Reinaldo Martínez/0000-0003-2470-4240; Rath, Jagat Jyoti/0000-0002-8365-3538; Nguyen, Anh-Tu/0000-0002-9636-3927; Zhang, Hui/0000-0002-2501-712X",,,,,51,,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Chen, HT; Ren, HX; Yang, X; Guan, W",,,,"Chen, Haiti; Ren, Hongxiang; Yang, Xiao; Guan, Wei",,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"He, HC; Xu, SW; Wang, L; Wang, XF",,,,He Hua-cheng; Xu Sheng-wen; Wang Lei; Wang Xue-feng,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Jiang, XY; Huang, LY; Peng, ML; Li, ZY; Yang, KJ",,,,"Jiang, Xiaoyong; Huang, Langyue; Peng, Mengle; Li, Zhongyi; Yang, Ke-ji",,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Liu, H; Li, XM; Wu, GH; Fan, MF; Wang, R; Gao, L; Pedrycz, W",,,,"Liu, Huan; Li, Xiamiao; Wu, Guohua; Fan, Mingfeng; Wang, Rui; Gao, Liang; Pedrycz, Witold",,,,,,,,,,,,,,,,,,,,,"GAO, Liang/C-7528-2009","GAO, Liang/0000-0002-1485-0722; Wang, Rui/0000-0001-9048-2979; , Ming/0000-0003-4008-5873; Wu, Guohua/0000-0003-1552-9620; Li, xiamiao/0000-0001-5309-1805",,,,,61,,,13,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Park, G; Choi, SB",,,,"Park, Giseo; Choi, Seibum B.",,,,,,,,,,,,,,,,,,,,,,"Park, Giseo/0000-0002-0261-6314",,,,,37,,,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Qi, CK; Wang, WL; Li, DJ; Hu, Y; Gao, F",,,,"Qi, Chenkun; Wang, Wenlong; Li, Dongjin; Hu, Yan; Gao, Feng",,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Sime, M; Bailey, G; Hajj, EY; Chkaiban, R",,,,"Sime, M.; Bailey, G.; Hajj, E. Y.; Chkaiban, R.",,,,,,,,,,,,,,,,,,,,,,"Chkaiban, Rami/0000-0003-3783-4503",,,,,26,,,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wang, A; Zeng, QH; Ma, LK; Wang, HF",,,,"Wang, An; Zeng, Qinghua; Ma, Likun; Wang, Hongfu",,,,,,,,,,,,,,,,,,,,,"wang, qi/IAN-4150-2023","wang, qi/0000-0002-2794-6897",,,,,22,,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wang, ZJ; Zha, JQ; Wang, JM",,,,"Wang, Zejiang; Zha, Jingqiang; Wang, Junmin",,,,,,,,,,,,,,,,,,,,,"WANG, Zejiang/AFK-1912-2022",,,,,,38,,,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wu, B; Tan, QY; Shi, PF; Wang, Z; Xu, GS; Sun, JY; Lehman, DE",,,,"Wu, Bin; Tan, Qiyang; Shi, Pengfei; Wang, Zhen; Xu, Guoshan; Sun, Jianyun; Lehman, Dawn E.",,,,,,,,,,,,,,,,,,,,,"Lehman, Dawn/H-1653-2013","Lehman, Dawn/0000-0002-0823-1167",,,,,18,,,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Yin, Y; Yang, YX; Xu, K; Nie, H; Wei, XH",,,,"Yin, Yin; Yang, Yixin; Xu, Kui; Nie, Hong; Wei, Xiaohui",,,,,,,,,,,,,,,,,,,,,,"Yang, YiXin/0000-0002-6679-6246",,,,,30,,,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhou, JZ; Sun, DW; Hwang, I; Sun, DF",,,,"Zhou, Jiazhen; Sun, Dawei; Hwang, Inseok; Sun, Dengfeng",,,,,,,,,,,,,,,,,,,,,,"Zhou, Jiazhen/0000-0002-2615-2796; Sun, Dengfeng/0000-0003-2983-2997",,,,,36,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Bai, CC; Yan, P; Pan, W; Guo, JF",,,,"Bai, Chengchao; Yan, Peng; Pan, Wei; Guo, Jifeng",,,,,,,,,,,,,,,,,,,,,,"Pan, Wei/0000-0003-1121-9879",,,,,34,,,18,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Ma, Y; Chen, J; Wang, JM; Xu, YC; Wang, YX",,,,"Ma, Yan; Chen, Jian; Wang, Junmin; Xu, Yanchuan; Wang, Yuexuan",,,,,,,,,,,,,,,,,,,,,"Wang, Junmin/B-4317-2012","Wang, Junmin/0000-0001-7133-7311; Ma, Yan/0000-0002-6899-8212",,,,,39,,,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Cao, XM; Lan, J; Li, XR; Liu, Y",,,,"Cao, Xiaomeng; Lan, Jian; Li, X. Rong; Liu, Yu",,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Li, ZX; Yin, CK; Ji, HH; Hou, ZS",,,,"Li, Zhenxuan; Yin, Chenkun; Ji, Honghai; Hou, Zhongsheng",,,,,,,,,,,,,,,,,,,,,"Li, Zhe-xuan/E-9182-2017","Li, Zhe-xuan/0000-0003-4023-6432; li, zhenxuan/0000-0001-7490-3446; Ji, Honghai/0000-0003-0452-2140",,,,,38,,,15,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Xiao, Z; Chen, YX; Alazab, M; Chen, HY",,,,"Xiao, Zhu; Chen, Yanxun; Alazab, Mamoun; Chen, Hongyang",,,,,,,,,,,,,,,,,,,,,"Alazab, Mamoun/AAG-6684-2021; , zhxiao@hnu.edu.cn/AFT-5052-2022","Alazab, Mamoun/0000-0002-1928-3704; Xiao, Zhu/0000-0001-5645-160X; Chen, Yanxun/0000-0002-7576-860X",,,,,46,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Yan, Y; Zhao, XT; Yu, SH; Wang, CL",,,,"Yan, Yan; Zhao, Xiangtao; Yu, Shuanghe; Wang, Chaoli",,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Lv, GH; Peng, ZH; Wang, HL; Liu, L; Wang, D; Li, TS",,,,"Lv, Guanghao; Peng, Zhouhua; Wang, Haoliang; Liu, Lu; Wang, Dan; Li, Tieshan",,,,,,,,,,,,,,,,,,,,,", 小白/GON-5300-2022; Lv, Guanghao/GWU-7287-2022; Liu, Lu/GPX-5373-2022; Wang, Dan/C-3036-2008","Lv, Guanghao/0000-0001-7911-5174; Wang, Dan/0000-0002-4099-6004",,,,,59,,,23,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Ouyang, ZL; Zou, ZJ",,,,"Ouyang, Zi-Lu; Zou, Zao-Jian",,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Rostami, S; Hooshmand, B; Shojaee, S; Hamzehei-Javaran, S",,,,"Rostami, S.; Hooshmand, B.; Shojaee, S.; Hamzehei-Javaran, S.",,,,,,,,,,,,,,,,,,,,,"Hamzehei-Javaran, Saleh/P-8034-2017","Hamzehei-Javaran, Saleh/0000-0002-7341-4314; Rostami, Sobhan/0000-0002-3174-4657",,,,,28,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Mazare, M; Taghizadeh, M; Ghaf-Ghanbari, P",,,,"Mazare, Mahmood; Taghizadeh, Mostafa; Ghaf-Ghanbari, Pegah",,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhang, YW; Wang, XJ; Wang, SP; Tian, XY",,,,"Zhang, Yuwei; Wang, Xingjian; Wang, Shaoping; Tian, Xinyu",,,,,,,,,,,,,,,,,,,,,"Zhang, Yuwei/HHZ-2596-2022","Zhang, Yuwei/0000-0001-9384-5173",,,,,51,,,20,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Lu, BA; Fang, YC; Lin, JZ; Hao, YS; Cao, HX",,,,"Lu, Biao; Fang, Yongchun; Lin, Jingzheng; Hao, Yunsong; Cao, Haixin",,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Tan, Y; Li, SL; Liu, HL; Chen, PL; Zhou, ZX",,,,"Tan, Yi; Li, Silin; Liu, Hailong; Chen, Penglu; Zhou, Zhixiang",,,,,,,,,,,,,,,,,,,,,"TAN, Yi/ABU-3495-2022",,,,,,40,,,22,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Lu, Y; Xu, XL; Qiao, L; Zhang, WD",,,,"Lu, Yu; Xu, Xinli; Qiao, Lei; Zhang, Weidong",,,,,,,,,,,,,,,,,,,,,"Qiao, Lei/AGM-5592-2022","Qiao, Lei/0000-0001-9922-7595; Lu, Yu/0000-0001-7764-0258; xu, xinli/0000-0002-6392-9437",,,,,26,,,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Yao, HC; Tan, P; Yang, TY; Zhou, FL",,,,"Yao, Hongcan; Tan, Ping; Yang, T. Y.; Zhou, Fulin",,,,,,,,,,,,,,,,,,,,,,"Tan, Ping/0000-0001-9442-0230; Yao, Hongcan/0000-0003-4214-2667",,,,,34,,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Liang, HT; Cao, H; Fu, YF",,,,"Liang, Hongtao; Cao, Hui; Fu, Yanfang",,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,10,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhong, WP; Chen, ZX",,,,"Zhong, Weipeng; Chen, Zaixian",,,,,,,,,,,,,,,,,,,,,,"Zhong, Weipeng/0000-0001-7279-1575",,,,,31,,,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Jin, X; Liang, JJ; Dai, SL; Guo, DJ",,,,"Jin, Xu; Liang, Jianjun; Dai, Shi-Lu; Guo, Dejun",,,,,,,,,,,,,,,,,,,,,,"Guo, Dejun/0000-0002-5331-4228",,,,,35,,,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Li, MC; Guo, C; Yu, HM",,,,"Li, Mingcong; Guo, Chen; Yu, Haomiao",,,,,,,,,,,,,,,,,,,,,"于, 浩淼/H-2433-2016","于, 浩淼/0000-0001-6247-8614; Li, Mingcong/0000-0002-5687-8870",,,,,60,,,19,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhu, XY; Song, BW; Zhang, DY; Wang, SQ",,,,"Zhu, Xinyao; Song, Baowei; Zhang, Daiyu; Wang, Shuqi",,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhang, J; Han, GJ; Sha, JF; Qian, YJ; Liu, J",,,,"Zhang, Jie; Han, Guangjie; Sha, Jianfa; Qian, Yujie; Liu, Jun",,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Chen, B; Hu, JP; Zhao, YY; Ghosh, BK",,,,"Chen, Bo; Hu, Jiangping; Zhao, Yiyi; Ghosh, Bijoy Kumar",,,,,,,,,,,,,,,,,,,,,"Hu, Jiangping/G-6897-2011","Hu, Jiangping/0000-0002-7559-8604",,,,,43,,,16,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wang, XD; Zhao, J; Liu, SJ; Geng, T",,,,"Wang, Xudong; Zhao, Jin; Liu, Songjie; Geng, Tao",,,,,,,,,,,,,,,,,,,,,"Zhao, Jin/HCI-5616-2022","Zhao, Jin/0000-0002-0818-7581",,,,,26,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhu, C; Zeng, JF; Huang, B; Su, YM; Su, ZY",,,,"Zhu, Cheng; Zeng, JiangFeng; Huang, Bing; Su, Yumin; Su, Ziyi",,,,,,,,,,,,,,,,,,,,,,"Su, ziyi/0000-0002-0481-2757; Zhu, Cheng/0000-0001-7660-9697",,,,,48,,,13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Kenan, H; Azeloglu, O",,,,"Kenan, Hamit; Azeloglu, Oktay",,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Pan, W; Xie, XL; He, P; Bao, TT; Li, M",,,,"Pan, Wei; Xie, Xin-lian; He, Ping; Bao, Tian-tian; Li, Meng",,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,7,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Haleem, SMA; Pavlak, GS; Bahnfleth, WP",,,,"Haleem, Shadi M. Abdel; Pavlak, Gregory S.; Bahnfleth, William P.",,,,,,,,,,,,,,,,,,,,,"Pavlak, Gregory S/M-9907-2015","Pavlak, Gregory S/0000-0003-4734-0750; Bahnfleth, William/0000-0001-5749-6543; Abdel Haleem, Shadi/0000-0003-4852-2652",,,,,81,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"He, Z; Ren, ZN; Qi, Z; Fu, SJ",,,,"He, Zheng; Ren, Zhinan; Qi, Zhe; Fu, Shaojun",,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Lin, XG; Tian, WD; Zhang, W; Zeng, J; Zhang, C",,,,"Lin, Xiaogong; Tian, Weida; Zhang, Wei; Zeng, Jia; Zhang, Chao",,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,22,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Dao, HV; Na, S; Nguyen, DG; Ahn, KK",,,,"Dao, Hoang Vu; Na, Seonjun; Nguyen, Duc Giap; Ahn, Kyoung Kwan",,,,,,,,,,,,,,,,,,,,,"Dao, Hoang Vu/GXF-7956-2022","Dao, Hoang Vu/0000-0002-8743-3591",,,,,51,,,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Abosekeen, A; Iqbal, U; Noureldin, A; Korenberg, MJ",,,,"Abosekeen, Ashraf; Iqbal, Umar; Noureldin, Aboelmagd; Korenberg, Michael J.",,,,,,,,,,,,,,,,,,,,,"Abosekeen, Ashraf/N-9365-2019; Iqbal, Umar/G-1605-2012; Noureldin, Aboelmagd/AAM-2759-2020","Abosekeen, Ashraf/0000-0002-6319-2877; Iqbal, Umar/0000-0001-7683-5045; Noureldin, Aboelmagd/0000-0001-6614-7783",,,,,67,,,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Taghavifar, H; Hu, CA; Qin, YC; Wei, CF",,,,"Taghavifar, Hamid; Hu, Chuan; Qin, Yechen; Wei, Chongfeng",,,,,,,,,,,,,,,,,,,,,,"Wei, Chongfeng/0000-0002-4565-509X; Taghavifar, Hamid/0000-0002-2407-8393; Qin, yechen/0000-0003-1928-0113",,,,,36,,,12,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wang, YH; Lv, J; Feng, Y; Dai, BW; Wang, C; Wu, J; Chen, ZY",,,,"Wang, Yan Hua; Lv, Jing; Feng, Yan; Dai, Bo Wen; Wang, Cheng; Wu, Jing; Chen, Zi Yan",,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Mou, JM; Hu, T; Chen, PF; Chen, LY",,,,"Mou, Junmin; Hu, Tao; Chen, Pengfei; Chen, Linying",,,,,,,,,,,,,,,,,,,,,,"Chen, Linying/0000-0002-0267-4354; Chen, Pengfei/0000-0002-8042-6831",,,,,57,,,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Ozcelik, O; Conte, JP; Luco, JE",,,,"Ozcelik, Ozgur; Conte, Joel P.; Luco, J. Enrique",,,,,,,,,,,,,,,,,,,,,,"Ozcelik, Ozgur/0000-0002-1114-4689",,,,,39,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Yu, K; Liang, XF; Li, MZ; Chen, Z; Yao, YL; Li, X; Zhao, ZX; Teng, Y",,,,"Yu, Kai; Liang, Xiao-feng; Li, Ming-zhi; Chen, Zhe; Yao, Yan-long; Li, Xin; Zhao, Zi-xiang; Teng, Yue",,,,,,,,,,,,,,,,,,,,,,"YU, KAI/0000-0002-6342-3989",,,,,50,,,11,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhou, B; Huang, B; Su, YM; Zheng, YX; Zheng, S",,,,"Zhou, Bin; Huang, Bing; Su, Yumin; Zheng, YuXin; Zheng, Shuai",,,,,,,,,,,,,,,,,,,,,,"Zheng, Yuxin/0000-0001-7347-8222; Zhou, Bin/0000-0003-3155-1529",,,,,59,,,8,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Li, Y; Chen, RZ; Niu, XJ; Zhuang, Y; Gao, ZZ; Hu, X; El-Sheimy, N",,,,"Li, You; Chen, Ruizhi; Niu, Xiaoji; Zhuang, Yuan; Gao, Zhouzheng; Hu, Xin; El-Sheimy, Naser",,,,,,,,,,,,,,,,,,,,,"Zhuang, Yuan/H-8928-2019; Gao, Zhouzheng/GNM-9685-2022","Zhuang, Yuan/0000-0003-3377-9658; Gao, Zhouzheng/0000-0001-7997-7719; Li, You/0000-0003-3785-0976; Niu, Xiaoji/0000-0002-5591-0859",,,,,88,,,7,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Cai, YF; Zheng, ST; Liu, WT; Qu, ZY; Zhu, J; Han, JW",,,,"Cai, Yunfei; Zheng, Shutao; Liu, Weitian; Qu, Zhiyong; Zhu, Jiyue; Han, Junwei",,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,20,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Cheng, CX; Sha, QX; He, B; Li, GL",,,,"Cheng, Chunxi; Sha, Qixin; He, Bo; Li, Guangliang",,,,,,,,,,,,,,,,,,,,,"Li, Guangliang/GRJ-0223-2022","Li, Guangliang/0000-0003-1728-5711",,,,,183,,,110,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Riviere, B; Chung, SJ",,,,"Riviere, Benjamin; Chung, Soon-Jo",,,,,,,,,,,,,,,,,,,,,,"Chung, Soon-Jo/0000-0002-6657-3907; Riviere, Benjamin/0000-0003-4189-4090",,,,,39,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"He, ZY; Chen, CJ; Wang, DW; Deng, C; Hu, J; Li, M",,,,"He, Zhiying; Chen, Chunjun; Wang, Dongwei; Deng, Chao; Hu, Jia; Li, Ming",,,,,,,,,,,,,,,,,,,,,"Hu, Jia/HDN-1844-2022; Chen, Chunjun/HDN-3770-2022","HE, Zhi-ying/0000-0001-9837-1018; Wang, Dongwei/0000-0003-2671-9438",,,,,30,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
